sentence_id,words,labels,pos_tag
0,These,B,DT
0,patients,I,NNS
0,are,O,VBP
0,more,B,RBR
0,likely,I,JJ
0,to,O,TO
0,test,B,VB
0,positive,I,JJ
0,for,I,IN
0,viral,I,JJ
0,RNA,I,NNP
0,in,I,IN
0,stool,I,NN
0,",",O,","
0,to,O,TO
0,have,B,VB
0,a,I,DT
0,longer,B,RBR
0,delay,I,NN
0,before,I,IN
0,viral,I,JJ
0,clearance,I,NN
0,",",O,","
0,and,O,CC
0,to,O,TO
0,experience,B,VB
0,delayed,I,JJ
0,diagnosis,I,NN
0,compared,O,VBN
0,with,O,IN
0,patients,B,NNS
0,with,I,IN
0,only,I,JJ
0,respiratory,I,NN
0,symptoms,I,NNS
0,.,O,.
1,Top,B,JJ
1,-,I,:
1,down,I,RP
1,cleaning,I,VBG
1,adequate,B,JJ
1,to,O,TO
1,reduce,B,VB
1,bioburden,B,NN
1,.,O,.
2,To,O,TO
2,reduce,B,VB
2,the,B,DT
2,use,I,NN
2,of,I,IN
2,surgical,I,JJ
2,masks,I,NNS
2,and,O,CC
2,to,O,TO
2,reduce,B,VB
2,potential,B,JJ
2,COVID-19,I,NNP
2,exposure,I,NN
2,",",O,","
2,use,B,VBP
2,relatively,I,RB
2,long,I,JJ
2,(,I,(
2,eg,I,NN
2,",",I,","
2,12hours,I,CD
2,),I,)
2,staff,I,NN
2,shifts,I,NNS
2,.,O,.
3,Children,B,NNP
3,under,I,IN
3,10,I,CD
3,years,I,NNS
3,of,I,IN
3,age,I,NN
3,were,O,VBD
3,less,B,RBR
3,likely,I,JJ
3,to,O,TO
3,receive,B,VB
3,a,I,DT
3,positive,I,JJ
3,result,I,NN
3,than,O,IN
3,were,O,VBD
3,persons,B,NNS
3,10,I,CD
3,years,I,NNS
3,of,I,IN
3,age,I,NN
3,or,I,CC
3,older,I,JJR
4,During,B,IN
4,a,I,DT
4,two,I,CD
4,week,I,NN
4,period,I,NN
4,in,I,IN
4,February,I,NNP
4,2020,I,CD
4,",",O,","
4,the,B,DT
4,emotional,I,JJ
4,state,I,NN
4,and,O,CC
4,behavior,B,NN
4,of,I,IN
4,participants,I,NNS
4,in,B,IN
4,Hubei,I,NNP
4,improved,B,VBD
4,",",O,","
4,but,O,CC
4,the,B,DT
4,quality,I,NN
4,of,I,IN
4,sleep,I,NN
4,did,O,VBD
4,not,O,RB
4,.,O,.
5,During,B,IN
5,a,I,DT
5,two,I,CD
5,-,I,:
5,week,I,NN
5,period,I,NN
5,",",O,","
5,front,B,JJ
5,-,I,:
5,line,I,NN
5,health,I,NN
5,workers,I,NNS
5,and,O,CC
5,people,B,NNS
5,in,I,IN
5,Hubei,I,NNP
5,Province,I,NNP
5,became,O,VBD
5,less,B,RBR
5,anxious,B,JJ
5,about,I,IN
5,the,I,DT
5,COVID-19,I,NNP
5,epidemic,I,NN
5,",",O,","
5,but,O,CC
5,sleep,B,JJ
5,quality,I,NN
5,did,O,VBD
5,not,B,RB
5,improve,B,VB
5,.,O,.
6,We,O,PRP
6,report,B,VBP
6,that,O,IN
6,the,B,DT
6,nano,I,JJ
6,-,I,:
6,dimension,I,NN
6,sign+,B,NN
6,with,I,IN
6,the,B,DT
6,film,I,NN
6,thickness,I,NN
6,",",O,","
6,ranging,O,VBG
6,from,O,IN
6,17–42,O,CD
6,nm,O,NNS
6,.,O,.
7,The,O,DT
7,question,B,NN
7,is,O,VBZ
7,if,O,IN
7,the,B,DT
7,nano,I,NN
7,-,I,:
7,dimension,I,NN
7,also,O,RB
7,sign+,B,VBZ
7,with,I,IN
7,columnar,B,JJ
7,crystal,I,JJ
7,size,I,NN
7,.,O,.
8,Our,B,PRP$
8,patient,I,NN
8,improved,B,VBN
8,significantly,B,RB
8,.,O,.
9,We,O,PRP
9,sought,O,VBD
9,to,O,TO
9,show,B,VB
9,how,O,WRB
9,these,B,DT
9,control,I,VB
9,measures,I,NNS
9,impacted,B,VBN
9,the,B,DT
9,containment,I,NN
9,of,I,IN
9,the,I,DT
9,epidemic,I,NN
9,.,O,.
10,This,B,DT
10,study,I,NN
10,aims,O,VBZ
10,to,O,TO
10,investigate,B,VB
10,whether,B,IN
10,MSC,B,NNP
10,transplantation,I,NN
10,improves,B,VBZ
10,the,B,DT
10,outcome,I,NN
10,of,I,IN
10,7,I,CD
10,enrolled,I,JJ
10,patients,I,NNS
10,with,I,IN
10,COVID-19,I,NNP
10,pneumonia,I,NN
10,in,B,IN
10,Beijing,I,NNP
10,YouAn,I,NNP
10,Hospital,I,NNP
10,",",I,","
10,China,I,NNP
10,",",O,","
10,from,B,IN
10,Jan,I,NNP
10,23,I,CD
10,",",I,","
10,2020,I,CD
10,to,I,TO
10,Feb,I,NNP
10,16,I,CD
10,",",I,","
10,2020,I,CD
10,.,O,.
11,MSCs,B,NNP
11,could,B,MD
11,cure,B,VB
11,or,O,CC
11,significantly,B,RB
11,improve,B,VB
11,the,B,DT
11,functional,I,JJ
11,outcomes,I,NNS
11,of,I,IN
11,seven,I,CD
11,patients,I,NNS
11,without,B,IN
11,observed,I,JJ
11,adverse,I,JJ
11,effects,I,NNS
11,.,O,.
12,In,O,IN
12,light,O,NN
12,of,O,IN
12,this,O,DT
12,",",O,","
12,a,O,DT
12,countermeasure,O,NN
12,that,O,WDT
12,has,O,VBZ
12,been,O,VBN
12,shown,B,VBN
12,to,O,TO
12,be,O,VB
12,effective,B,JJ
12,in,I,IN
12,the,B,DT
12,analogous,I,JJ
12,condition,I,NN
12,of,I,IN
12,HAPE,I,NNP
12,is,O,VBZ
12,Acetazolamide,B,NNP
12,.,O,.
13,In,B,IN
13,children,I,NNS
13,COVID-19,B,NNP
13,related,I,JJ
13,disease,I,NN
13,is,O,VBZ
13,less,B,RBR
13,frequent,I,JJ
13,and,O,CC
13,less,B,RBR
13,aggressive,I,JJ
13,.,O,.
14,On,O,IN
14,the,O,DT
14,basis,O,NN
14,of,O,IN
14,current,B,JJ
14,studies,I,NNS
14,",",O,","
14,it,O,PRP
14,would,O,MD
14,appear,O,VB
14,that,O,IN
14,the,B,DT
14,combined,I,JJ
14,antiviral,I,JJ
14,treatment,I,NN
14,has,O,VBZ
14,shown,O,VBN
14,the,O,DT
14,highest,B,JJS
14,success,B,NN
14,rate,I,NN
14,.,O,.
15,A,B,DT
15,five,I,CD
15,-,I,:
15,day,I,NN
15,delay,I,NN
15,in,I,IN
15,implementation,I,NN
15,would,B,MD
15,have,O,VB
15,increased,B,VBN
15,epidemic,B,JJ
15,size,I,NN
15,in,B,IN
15,mainland,I,NN
15,China,I,NNP
15,three,B,CD
15,-,I,:
15,fold,I,NN
15,.,O,.
16,In,O,IN
16,the,B,DT
16,"""",I,NN
16,Severe,I,NNP
16,"""",I,NNP
16,group,I,NN
16,",",O,","
16,there,O,EX
16,was,O,VBD
16,significantly,B,RB
16,more,B,JJR
16,elderly,B,JJ
16,patients,I,NNS
16,(,O,(
16,p=0.045,O,NN
16,),O,)
16,",",O,","
16,higher,B,JJR
16,lactate,B,JJ
16,dehydrogenase,I,NN
16,levels,I,NNS
16,(,O,(
16,p=0.002,O,NN
16,),O,)
16,",",O,","
16,and,O,CC
16,elevated,B,VBD
16,C,B,NNP
16,-,I,:
16,Reactive,I,JJ
16,protein,I,NN
16,levels,I,NNS
16,compared,O,VBN
16,to,O,TO
16,the,B,DT
16,"""",I,NNP
16,Mild,I,NNP
16,to,I,TO
16,Moderate,I,NNP
16,"""",I,NNP
16,group,I,NN
16,(,O,(
16,p<0.001,O,NN
16,),O,)
16,.,O,.
17,There,O,EX
17,is,O,VBZ
17,clear,B,JJ
17,evidence,I,NN
17,that,O,IN
17,IL-6,B,NNP
17,peak,I,NN
17,levels,I,NNS
17,are,O,VBP
17,associated,B,VBN
17,with,I,IN
17,severity,B,NN
17,of,I,IN
17,pulmonary,I,JJ
17,complications,I,NNS
17,.,O,.
18,Tweets,B,NNS
18,from,I,IN
18,unverified,I,JJ
18,Twitter,I,NNP
18,accounts,I,NNS
18,contained,B,VBD
18,more,B,JJR
18,misinformation,I,NN
18,(,O,(
18,31.0,O,CD
18,%,O,NN
18,vs,O,JJ
18,12.6,O,CD
18,%,O,NN
18,for,O,IN
18,verified,O,JJ
18,accounts,O,NNS
18,",",O,","
18,p,O,NN
18,:,O,:
18,<,O,JJ
18,0.001,O,CD
18,),O,)
18,.,O,.
19,Preliminary,B,JJ
19,evidence,I,NN
19,suggests,B,VBZ
19,children,B,NNS
19,are,O,VBP
19,just,B,RB
19,as,I,RB
19,likely,I,JJ
19,as,O,IN
19,adults,B,NNS
19,to,O,TO
19,become,B,VB
19,infected,I,JJ
19,with,I,IN
19,SARS,I,NNP
19,-,I,:
19,CoV-2,I,JJ
19,but,O,CC
19,are,O,VBP
19,less,B,RBR
19,likely,I,JJ
19,to,O,TO
19,be,B,VB
19,symptomatic,I,JJ
19,or,O,CC
19,develop,B,VB
19,severe,I,JJ
19,symptoms,I,NNS
19,.,O,.
20,Children,B,NNP
20,more,B,RBR
20,often,I,RB
20,have,B,VBP
20,gastrointestinal,I,JJ
20,symptoms,I,NNS
20,compared,O,VBN
20,with,O,IN
20,adults,B,NNS
20,.,O,.
21,In,O,IN
21,contrast,O,NN
21,",",O,","
21,adults,B,NNS
21,more,B,RBR
21,often,I,RB
21,have,B,VBP
21,a,I,DT
21,nosocomial,I,JJ
21,exposure,I,NN
21,.,O,.
22,In,O,IN
22,this,B,DT
22,paper,I,NN
22,",",O,","
22,we,O,PRP
22,describe,B,VBP
22,the,O,DT
22,potential,B,NN
22,of,O,IN
22,simulation,B,NN
22,to,O,TO
22,improve,B,VB
22,hospital,B,NN
22,responses,I,NNS
22,to,I,TO
22,the,I,DT
22,COVID-19,I,NNP
22,crisis,I,NN
22,.,O,.
23,On,B,IN
23,day,I,NN
23,10,I,CD
23,",",O,","
23,her,B,PRP$
23,chest,I,NN
23,radiography,I,NN
23,and,O,CC
23,lung,B,NN
23,compliance,I,NN
23,improved,B,VBD
23,.,O,.
24,During,B,IN
24,the,I,DT
24,first,I,JJ
24,22,I,CD
24,days,I,NNS
24,",",O,","
24,the,B,DT
24,incidence,I,NN
24,rate,I,NN
24,of,I,IN
24,COVID-19,I,NNP
24,increased,B,VBD
24,significantly,B,RB
24,to,B,TO
24,reach,I,VB
24,1.81,I,CD
24,cases,I,NNS
24,per,I,IN
24,million,I,CD
24,persons,I,NNS
24,(,O,(
24,p<0.001,O,NN
24,),O,)
24,.,O,.
25,Development,B,NNP
25,of,I,IN
25,new,I,JJ
25,onset,I,VBN
25,myocardial,I,JJ
25,injury,I,NN
25,during,B,IN
25,COVID-19,I,NNP
25,also,O,RB
25,sign+,B,VBZ
25,mortality,B,NN
25,.,O,.
26,Participants,O,NNS
26,with,O,IN
26,better,B,JJR
26,sleep,B,NN
26,quality,I,NN
26,or,O,CC
26,less,B,JJR
26,frequency,B,NN
26,of,I,IN
26,early,I,JJ
26,awakenings,I,NNS
26,reported,B,VBD
26,lower,B,JJR
26,PTSS,B,NNP
26,.,O,.
27,Conclusion,O,NN
27,Optimising,B,VBG
27,our,I,PRP$
27,procedures,I,NNS
27,reduces,B,VBZ
27,anxiety,B,NN
27,and,O,CC
27,reassures,O,VBZ
27,the,O,DT
27,population,O,NN
27,and,O,CC
27,decision,O,NN
27,makers,O,NNS
27,.,O,.
28,For,B,IN
28,an,I,DT
28,epidemic,I,JJ
28,to,I,TO
28,take,I,VB
28,hold,I,NN
28,",",O,","
28,the,B,DT
28,value,I,NN
28,of,I,IN
28,R0,I,NNP
28,must,B,MD
28,be,O,VB
28,greater,B,JJR
28,than,I,IN
28,unity,B,NN
28,in,O,IN
28,value,B,NN
28,.,O,.
29,Results,O,NNS
29,Respiratory,B,NNP
29,illness,I,NN
29,is,O,VBZ
29,the,O,DT
29,dominant,B,JJ
29,clinical,B,JJ
29,manifestation,B,NN
29,of,I,IN
29,COVID-19,B,NNP
29,;,O,:
29,CV,B,NNP
29,involvement,I,NN
29,occurs,B,VBZ
29,much,I,RB
29,less,I,JJR
29,commonly,I,RB
29,.,O,.
30,This,B,DT
30,indicates,B,VBZ
30,that,O,IN
30,predictions,B,NNS
30,using,I,VBG
30,more,I,RBR
30,complex,I,JJ
30,models,I,NNS
30,may,B,MD
30,not,B,RB
30,be,O,VB
30,more,B,RBR
30,reliable,B,JJ
30,compared,O,VBN
30,to,O,TO
30,using,B,VBG
30,a,I,DT
30,simpler,I,NN
30,model,I,NN
30,.,O,.
31,Emerging,B,VBG
31,data,I,NNS
31,suggest,B,VBP
31,an,O,DT
31,increased,B,VBN
31,association,B,NN
31,and,O,CC
31,a,O,DT
31,heightened,B,JJ
31,mortality,B,NN
31,in,O,IN
31,patients,B,NNS
31,of,I,IN
31,COVID-19,I,NNP
31,with,I,IN
31,comorbidities,I,NNS
31,.,O,.
32,Taken,O,VBN
32,together,O,RB
32,",",O,","
32,these,B,DT
32,data,I,NNS
32,seem,B,VBP
32,to,I,TO
32,indicate,I,VB
32,that,O,IN
32,there,O,EX
32,might,B,MD
32,be,O,VB
32,a,O,DT
32,sex,B,NN
32,predisposition,B,NN
32,to,O,TO
32,COVID-19,B,NNP
32,",",O,","
32,with,O,IN
32,men,B,NNS
32,more,B,RBR
32,prone,B,NN
32,to,I,TO
32,being,I,VBG
32,affected,I,VBN
32,.,O,.
33,Measurements,O,NNS
33,and,O,CC
33,Main,O,NNP
33,Results,O,NNP
33,Cross,B,NNP
33,-,I,:
33,infection,I,NN
33,in,B,IN
33,the,I,DT
33,operating,I,NN
33,rooms,I,NNS
33,of,I,IN
33,the,I,DT
33,4,I,CD
33,hospitals,I,NNS
33,was,O,VBD
33,effectively,B,RB
33,reduced,B,VBN
33,by,O,IN
33,implementing,B,VBG
33,the,I,DT
33,new,I,JJ
33,measures,I,NNS
33,and,I,CC
33,procedures,I,NNS
33,.,O,.
34,Compared,O,VBN
34,with,O,IN
34,the,B,DT
34,blood,I,NN
34,test,I,NN
34,at,I,IN
34,disease,I,NN
34,onset,I,NN
34,",",O,","
34,the,B,DT
34,results,I,NNS
34,showed,B,VBD
34,that,O,IN
34,the,B,DT
34,eosinophil,I,NN
34,count,I,NN
34,was,O,VBD
34,still,B,RB
34,below,B,IN
34,the,B,DT
34,normal,I,JJ
34,range,I,NN
34,",",O,","
34,which,O,WDT
34,was,O,VBD
34,even,B,RB
34,lower,B,JJR
34,than,O,IN
34,the,B,DT
34,first,I,JJ
34,time,I,NN
34,.,O,.
35,The,O,DT
35,spectrum,O,NN
35,of,O,IN
35,chest,O,NN
35,imaging,O,VBG
35,manifestations,B,NNS
35,of,I,IN
35,COVID-19,B,NNP
35,pneumonia,I,NN
35,upon,B,IN
35,admission,I,NN
35,includes,O,VBZ
35,B,B,NNP
35,-,I,:
35,lines,I,NNS
35,and,I,CC
35,consolidations,I,NNS
35,on,I,IN
35,US,I,NNP
35,",",O,","
35,consolidations,B,NNS
35,and,I,CC
35,hazy,I,NN
35,increased,I,VBD
35,opacities,I,NNS
35,on,I,IN
35,CXR,I,NNP
35,",",O,","
35,and,O,CC
35,multifocal,B,JJ
35,GGO,I,NNP
35,with,I,IN
35,consolidations,I,NNS
35,on,I,IN
35,CT,I,NNP
35,.,O,.
36,Collectively,O,RB
36,",",O,","
36,these,B,DT
36,results,I,NNS
36,suggest,B,VBP
36,that,O,IN
36,MSCs,B,NNP
36,significantly,B,RB
36,improve,B,VB
36,the,B,DT
36,survival,I,NN
36,rate,I,NN
36,of,I,IN
36,H7N9-induced,I,NNP
36,ARDS,I,NNP
36,and,O,CC
36,provide,O,VB
36,a,O,DT
36,theoretical,O,JJ
36,basis,O,NN
36,for,O,IN
36,the,B,DT
36,treatment,I,NN
36,of,I,IN
36,H7N9-induced,I,NNP
36,ARDS,I,NNP
36,in,O,IN
36,both,O,DT
36,preclinical,O,JJ
36,research,O,NN
36,and,O,CC
36,clinical,O,JJ
36,studies,O,NNS
36,.,O,.
37,In,O,IN
37,our,B,PRP$
37,study,I,NN
37,",",O,","
37,we,O,PRP
37,demonstrate,B,VBP
37,that,O,DT
37,nonidentifiability,B,NN
37,in,I,IN
37,model,I,NN
37,calibrations,I,NNS
37,using,I,VBG
37,the,I,DT
37,confirmed,I,VBN
37,-,I,:
37,case,I,NN
37,data,I,NNS
37,is,O,VBZ
37,the,O,DT
37,main,B,JJ
37,reason,B,NN
37,for,I,IN
37,such,B,JJ
37,wide,I,JJ
37,variations,I,NNS
37,.,O,.
38,Numerical,B,JJ
38,simulations,I,NNS
38,show,B,VBP
38,the,O,DT
38,suitability,B,NN
38,of,O,IN
38,the,B,DT
38,proposed,I,VBN
38,COVID-19,I,NNP
38,model,I,NN
38,for,O,IN
38,the,B,DT
38,outbreak,I,NN
38,that,O,WDT
38,occurred,O,VBD
38,in,B,IN
38,Wuhan,I,NNP
38,",",I,","
38,China,I,NNP
38,.,O,.
39,The,B,DT
39,number,I,NN
39,of,I,IN
39,T,I,NNP
39,cells,I,NNS
39,significantly,B,RB
39,decreased,B,VBN
39,",",O,","
39,and,O,CC
39,more,B,JJR
39,hampered,B,VBN
39,in,O,IN
39,severe,B,JJ
39,cases,I,NNS
39,.,O,.
40,China,B,NNP
40,’s,I,NNP
40,bond,I,NN
40,and,O,CC
40,strict,B,JJ
40,containment,I,NN
40,measures,I,NNS
40,have,O,VBP
40,been,O,VBN
40,proved,B,VBN
40,(,O,(
40,in,B,IN
40,practice,I,NN
40,),O,)
40,to,O,TO
40,significantly,B,RB
40,reduce,B,VB
40,the,B,DT
40,spread,I,NN
40,of,I,IN
40,the,I,DT
40,epidemic,I,NN
40,.,O,.
41,Patients,B,NNS
41,with,I,IN
41,COVID-19,I,NNP
41,also,O,RB
41,have,O,VBP
41,lower,B,JJR
41,level,B,NN
41,of,I,IN
41,regulatory,I,JJ
41,T,I,NNP
41,cells,I,NNS
41,",",O,","
41,and,O,CC
41,more,B,JJR
41,obviously,I,RB
41,damaged,B,VBN
41,in,B,IN
41,severe,I,JJ
41,cases,I,NNS
41,.,O,.
42,Most,B,JJS
42,of,I,IN
42,severe,I,JJ
42,cases,I,NNS
42,demonstrated,B,VBD
42,elevated,B,JJ
42,levels,B,NNS
42,of,I,IN
42,infection,I,NN
42,-,I,:
42,related,I,JJ
42,biomarkers,I,NNS
42,and,O,CC
42,inflammatory,B,JJ
42,cytokines,I,NNS
42,.,O,.
43,We,O,PRP
43,found,B,VBD
43,that,O,IN
43,the,B,DT
43,epidemic,I,NN
43,of,I,IN
43,China,I,NNP
43,should,B,MD
43,peak,B,VB
43,by,B,IN
43,late,I,JJ
43,February,I,NNP
43,",",O,","
43,showing,O,VBG
43,gradual,B,JJ
43,decline,B,NN
43,by,B,IN
43,end,I,NN
43,of,I,IN
43,April,I,NNP
43,.,O,.
44,Older,B,JJR
44,age,B,NN
44,and,O,CC
44,co,B,NN
44,-,I,:
44,morbid,I,NN
44,conditions,I,NNS
44,increase,B,VBP
44,the,B,DT
44,fatality,I,NN
44,.,O,.
45,Using,O,VBG
45,the,O,DT
45,Akaike,B,NNP
45,Information,I,NNP
45,Criterion,I,NNP
45,(,I,(
45,AIC,I,NNP
45,),I,)
45,for,I,IN
45,model,I,NN
45,selection,I,NN
45,",",O,","
45,we,O,PRP
45,show,B,VBP
45,that,O,IN
45,an,B,DT
45,SIR,I,NNP
45,model,I,NN
45,performs,O,NNS
45,much,B,RB
45,better,B,JJR
45,than,O,IN
45,an,B,DT
45,SEIR,I,NNP
45,model,I,NN
45,in,O,IN
45,representing,B,VBG
45,the,I,DT
45,information,I,NN
45,contained,I,VBN
45,in,I,IN
45,the,I,DT
45,confirmed,I,JJ
45,-,I,:
45,case,I,NN
45,data,I,NNS
45,.,O,.
46,As,O,IN
46,the,B,DT
46,severity,I,NN
46,of,I,IN
46,the,I,DT
46,disease,I,NN
46,increased,B,VBD
46,",",O,","
46,digestive,B,JJ
46,symptoms,I,NNS
46,became,I,VBD
46,more,B,RBR
46,pronounced,I,JJ
46,.,O,.
47,This,B,DT
47,evidence,I,NN
47,supports,B,VBZ
47,the,O,DT
47,benefit,B,NN
47,of,O,IN
47,using,B,VBG
47,ACEIs,I,NNP
47,or,O,CC
47,ARBs,B,NNP
47,to,O,TO
47,potentially,B,RB
47,contribute,B,VB
47,to,I,TO
47,the,O,DT
47,improvement,B,NN
47,of,O,IN
47,clinical,B,JJ
47,outcomes,I,NNS
47,of,I,IN
47,COVID-19,I,JJ
47,patients,I,NNS
47,with,B,IN
47,hypertension,I,NN
47,.,O,.
48,Both,O,DT
48,epidemiological,B,JJ
48,and,I,CC
48,laboratory,I,JJ
48,studies,I,NNS
48,have,O,VBP
48,shown,B,VBN
48,that,O,IN
48,ambient,B,JJ
48,temperature,I,NN
48,could,B,MD
48,affect,B,VB
48,the,B,DT
48,transmission,I,NN
48,and,O,CC
48,survival,B,NN
48,of,I,IN
48,coronaviruses,I,NNS
48,.,O,.
49,A,B,DT
49,trial,I,NN
49,of,I,IN
49,2,I,CD
49,g,I,NN
49,of,I,IN
49,PO,I,NNP
49,or,O,CC
49,IV,B,NNP
49,glutathione,I,NN
49,was,O,VBD
49,used,O,VBN
49,in,B,IN
49,both,I,DT
49,patients,I,NNS
49,and,O,CC
49,improved,B,VBN
49,their,B,PRP$
49,dyspnea,I,NN
49,within,B,IN
49,1,I,CD
49,h,I,NN
49,of,I,IN
49,use,I,NN
49,.,O,.
50,Recent,B,JJ
50,outbreak,I,NN
50,of,I,IN
50,Coronavirus,I,NNP
50,disease,I,NN
50,(,O,(
50,COVID-19,B,NNP
50,),O,)
50,pandemic,O,VBP
50,around,B,IN
50,the,I,DT
50,world,I,NN
50,is,O,VBZ
50,associated,B,VBN
50,with,I,IN
50,‘,O,NNP
50,severe,B,JJ
50,acute,I,JJ
50,respiratory,I,NN
50,syndrome,I,NN
50,’,O,NNP
50,(,O,(
50,SARS,B,NNP
50,-,I,:
50,CoV2,I,NN
50,),O,)
50,in,B,IN
50,humans,I,NNS
50,.,O,.
51,This,B,DT
51,study,I,NN
51,demonstrated,B,VBD
51,that,O,IN
51,intravenous,B,JJ
51,infusion,I,NN
51,of,I,IN
51,MSCs,I,NNP
51,is,O,VBZ
51,a,O,DT
51,safe,B,JJ
51,and,O,CC
51,effective,B,JJ
51,approach,O,NN
51,for,O,IN
51,treating,B,VBG
51,patients,B,NNS
51,with,I,IN
51,COVID-19,I,NNP
51,pneumonia,I,NN
51,",",O,","
51,including,O,VBG
51,elderly,B,JJ
51,patients,I,NNS
51,displaying,I,VBG
51,severe,I,JJ
51,pneumonia,I,NN
51,.,O,.
52,Abstract,O,VB
52,The,B,DT
52,confirmed,I,NN
52,and,I,CC
52,suspected,I,JJ
52,cases,I,NNS
52,of,I,IN
52,the,I,DT
52,2019,I,CD
52,novel,I,NN
52,coronavirus,I,NN
52,disease,I,NN
52,(,O,(
52,COVID-19,B,NNP
52,),O,)
52,have,O,VBP
52,increased,B,VBN
52,not,O,RB
